Nitrile+Phenol,Unknown,Medium,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Low,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Amide+Ester,Unknown,Low,High,Medium,0.5,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Medium,Medium,Medium,0.66,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Medium,Medium,Medium,0.47,Novel,Predicted theoretical compound,No
Alkyne+Aromatic Ring,Unknown,Medium,Low,High,0.58,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Medium,Medium,0.45,Novel,Predicted theoretical compound,No
Alcohol+Carboxylic Acid,Ester,Medium,High,Medium,0.79,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid+Nitro+Sulfonamide,Unknown,High,High,Medium,0.47,Novel,Predicted theoretical compound,No
Alkyne+Nitrile+Thiol,Unknown,Medium,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Alkene+Ether,Unknown,Low,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.66,Novel,Predicted theoretical compound,No
Alcohol+Ester+Nitrile,Unknown,Medium,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Alcohol+Amine,Amide,Medium,High,High,0.83,Seen,Rule-consistent known chemical class,Yes
Alkyne+Nitrile,Unknown,Medium,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Aldehyde+Nitro+Sulfide,Unknown,Medium,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Aldehyde+Halide,Unknown,High,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Alcohol+Ketone+Thiol,Unknown,Medium,Medium,Medium,0.66,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Low,Low,0.8,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Aldehyde,Unknown,Medium,Low,Low,0.58,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Low,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Amide,Unknown,Low,High,High,0.67,Novel,Predicted theoretical compound,No
Acid Chloride+Nitrile,Unknown,Medium,Low,Low,0.51,Novel,Predicted theoretical compound,No
Alkene,Alkene,Low,Low,Medium,0.95,Seen,Rule-consistent known chemical class,Yes
Alkene+Amide+Ether,Unknown,Low,High,High,0.48,Novel,Predicted theoretical compound,No
Aromatic Ring+Phenol,Unknown,Medium,Low,High,0.53,Novel,Predicted theoretical compound,No
Alkyne+Phenol+Sulfide,Unknown,Medium,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Amide+Phenol+Sulfonamide,Unknown,Medium,High,High,0.61,Novel,Predicted theoretical compound,No
Alkyne+Thiol,Unknown,Medium,Medium,Medium,0.61,Novel,Predicted theoretical compound,No
Amine+Heterocycle+Sulfonamide,Unknown,Low,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Ether,Unknown,Medium,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene+Amine,Unknown,Medium,Medium,Low,0.59,Novel,Predicted theoretical compound,No
Ester+Nitrile+Phenol,Unknown,Medium,Medium,Medium,0.6,Novel,Predicted theoretical compound,No
Amine+Nitrile+Phenol,Unknown,Medium,Low,Medium,0.43,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Low,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid+Ketone,Unknown,Medium,High,Medium,0.68,Novel,Predicted theoretical compound,No
Ketone+Nitrile,Unknown,Medium,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Aldehyde+Ketone+Nitro,Unknown,High,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Halide+Sulfonamide,Unknown,High,Medium,Medium,0.68,Novel,Predicted theoretical compound,No
Amide+Phenol+Thiol,Unknown,Medium,High,High,0.48,Novel,Predicted theoretical compound,No
Amine+Carboxylic Acid+Halide,Unknown,High,High,Medium,0.45,Novel,Predicted theoretical compound,No
Alkene+Ether,Unknown,Medium,Low,Medium,0.43,Novel,Predicted theoretical compound,No
Amide+Ester+Nitro,Unknown,High,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Medium,Medium,0.68,Novel,Predicted theoretical compound,No
Carboxylic Acid+Halide,Unknown,High,High,Medium,0.62,Novel,Predicted theoretical compound,No
Alcohol+Heterocycle,Unknown,Medium,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Ketone,Unknown,Medium,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Low,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Phenol,Unknown,Low,Medium,Low,0.61,Novel,Predicted theoretical compound,No
Ketone,Unknown,Medium,Medium,Medium,0.53,Novel,Predicted theoretical compound,No
Alcohol+Alkene+Heterocycle,Unknown,Medium,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Acid Chloride+Carboxylic Acid+Ester,Unknown,Low,High,Low,0.55,Novel,Predicted theoretical compound,No
Alkene,Alkene,Low,Medium,Medium,0.84,Seen,Rule-consistent known chemical class,Yes
Ester+Ether+Heterocycle,Unknown,Medium,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Medium,Medium,0.83,Seen,Rule-consistent known chemical class,Yes
Heterocycle+Thiol,Unknown,Medium,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Ketone,Unknown,Medium,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Low,Low,Medium,0.48,Novel,Predicted theoretical compound,No
Aldehyde+Nitrile+Sulfonamide,Unknown,Medium,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Ketone,Unknown,Medium,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Ketone,Unknown,Low,Low,Medium,0.48,Novel,Predicted theoretical compound,No
Aldehyde+Amide,Unknown,Medium,High,High,0.58,Novel,Predicted theoretical compound,No
Halide+Sulfonamide,Unknown,High,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Alcohol+Alkyne+Ester,Unknown,Medium,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Low,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
Alkene,Alkene,Low,Medium,Medium,0.91,Seen,Rule-consistent known chemical class,Yes
Alkene+Alkyne+Phenol,Unknown,Low,Medium,Medium,0.64,Novel,Predicted theoretical compound,No
Alkene,Alkene,Low,Medium,Medium,0.84,Seen,Rule-consistent known chemical class,Yes
Aromatic Ring+Sulfide,Unknown,Medium,Low,High,0.54,Novel,Predicted theoretical compound,No
Amine,Unknown,Medium,Medium,Medium,0.5,Novel,Predicted theoretical compound,No
Acid Chloride+Aromatic Ring,Unknown,Low,Low,Low,0.66,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Alcohol+Amine+Nitro,Unknown,High,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Alcohol+Heterocycle+Thiol,Unknown,Medium,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Carboxylic Acid+Ketone,Unknown,Low,High,Medium,0.62,Novel,Predicted theoretical compound,No
Ketone+Nitrile,Unknown,Medium,Medium,Medium,0.68,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene,Unknown,Low,Medium,Low,0.49,Novel,Predicted theoretical compound,No
Alkene+Carboxylic Acid,Unknown,Low,High,Medium,0.7,Novel,Predicted theoretical compound,No
Alkyne+Sulfide,Unknown,Medium,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Alkyne+Sulfonamide,Unknown,Medium,Low,Medium,0.49,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Low,Medium,0.87,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid+Nitro,Unknown,High,Low,Medium,0.66,Novel,Predicted theoretical compound,No
Amine+Nitrile+Phenol,Unknown,Medium,Low,Medium,0.48,Novel,Predicted theoretical compound,No
Alkyne+Aromatic Ring+Sulfide,Unknown,Medium,Low,High,0.69,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Medium,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Alkyne+Aromatic Ring+Phenol,Unknown,Medium,Low,High,0.63,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Medium,Low,Low,0.87,Seen,Rule-consistent known chemical class,Yes
Heterocycle+Nitrile+Sulfide,Unknown,Medium,Low,Medium,0.69,Novel,Predicted theoretical compound,No
Aldehyde+Halide,Unknown,High,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Low,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Nitrile,Nitrile Compound,Medium,Medium,Medium,0.95,Seen,Rule-consistent known chemical class,Yes
Halide+Ketone+Nitro,Unknown,High,Low,Medium,0.5,Novel,Predicted theoretical compound,No
Amide+Sulfonamide,Unknown,Low,High,High,0.62,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Low,Medium,0.9,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Heterocycle+Sulfide,Unknown,Medium,Medium,Low,0.43,Novel,Predicted theoretical compound,No
Heterocycle,Heterocyclic Compound,Low,Medium,Medium,0.81,Seen,Rule-consistent known chemical class,Yes
Alkyne+Phenol+Sulfonamide,Unknown,Low,Medium,Medium,0.42,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Low,Medium,Medium,0.63,Novel,Predicted theoretical compound,No
Alkene+Ester+Phenol,Unknown,Low,Low,Medium,0.51,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Low,Medium,0.93,Seen,Rule-consistent known chemical class,Yes
Ester,Unknown,Medium,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Alkene+Ketone,Unknown,Medium,Medium,Medium,0.58,Novel,Predicted theoretical compound,No
Acid Chloride+Aromatic Ring,Unknown,Low,Low,High,0.42,Novel,Predicted theoretical compound,No
Ester,Unknown,Medium,Medium,Medium,0.56,Novel,Predicted theoretical compound,No
Carboxylic Acid+Heterocycle,Unknown,Low,High,Medium,0.59,Novel,Predicted theoretical compound,No
Ether,Unknown,Medium,Medium,Medium,0.61,Novel,Predicted theoretical compound,No
Nitrile+Phenol+Thiol,Unknown,Medium,Medium,Medium,0.66,Novel,Predicted theoretical compound,No
Alkene+Phenol,Unknown,Medium,Low,Medium,0.7,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Medium,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.45,Novel,Predicted theoretical compound,No
Phenol,Phenol,Medium,Low,Medium,0.93,Seen,Rule-consistent known chemical class,Yes
Amide+Ketone,Unknown,Low,High,High,0.67,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Low,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Amine,Unknown,Low,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Medium,Medium,Medium,0.48,Novel,Predicted theoretical compound,No
Ester+Ether,Unknown,Low,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Alcohol+Aldehyde+Amide,Unknown,Low,High,High,0.47,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Medium,Medium,0.83,Seen,Rule-consistent known chemical class,Yes
Amide+Carboxylic Acid+Nitrile,Unknown,Medium,High,High,0.56,Novel,Predicted theoretical compound,No
Amide,Unknown,Low,High,High,0.4,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Medium,Medium,0.9,Seen,Rule-consistent known chemical class,Yes
Halide,Unknown,High,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Low,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Aldehyde,Unknown,Low,Medium,Medium,0.66,Novel,Predicted theoretical compound,No
Alkene+Aromatic Ring+Ketone,Unknown,Low,Low,High,0.61,Novel,Predicted theoretical compound,No
Aromatic Ring+Halide+Phenol,Unknown,High,Low,High,0.49,Novel,Predicted theoretical compound,No
Alcohol+Aldehyde+Amide,Unknown,Medium,High,High,0.64,Novel,Predicted theoretical compound,No
Ether+Nitrile+Sulfide,Unknown,Medium,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Carboxylic Acid+Heterocycle,Unknown,Medium,High,Medium,0.49,Novel,Predicted theoretical compound,No
Thiol,Thiol Compound,Medium,Medium,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid,Unknown,Medium,High,Medium,0.55,Novel,Predicted theoretical compound,No
Amine+Aromatic Ring+Halide,Unknown,High,Low,High,0.42,Novel,Predicted theoretical compound,No
Nitro+Phenol,Unknown,High,Low,Medium,0.43,Novel,Predicted theoretical compound,No
Heterocycle,Heterocyclic Compound,Low,Medium,Medium,0.79,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Amide,Unknown,Low,High,High,0.46,Novel,Predicted theoretical compound,No
Alcohol+Nitrile,Unknown,Medium,Low,Medium,0.4,Novel,Predicted theoretical compound,No
Acid Chloride+Amide+Thiol,Unknown,Medium,High,High,0.61,Novel,Predicted theoretical compound,No
Alkene+Halide+Thiol,Unknown,Medium,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Alcohol,Ether,Low,Low,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Nitro+Sulfonamide,Unknown,High,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Halide+Nitro+Sulfonamide,Unknown,High,Low,Medium,0.65,Novel,Predicted theoretical compound,No
Ketone,Unknown,Medium,Medium,Medium,0.44,Novel,Predicted theoretical compound,No
Aldehyde+Heterocycle,Unknown,Low,Medium,Medium,0.56,Novel,Predicted theoretical compound,No
Ketone,Unknown,Medium,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Alkene+Amide,Unknown,Medium,High,High,0.58,Novel,Predicted theoretical compound,No
Amine,Unknown,Medium,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Alkene+Amine+Ester,Unknown,Medium,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Halide+Thiol,Unknown,Medium,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.53,Novel,Predicted theoretical compound,No
Acid Chloride+Amine,Unknown,Medium,Low,Low,0.66,Novel,Predicted theoretical compound,No
Phenol,Phenol,Medium,Medium,Medium,0.91,Seen,Rule-consistent known chemical class,Yes
Alcohol+Ether,Unknown,Low,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Thiol,Thiol Compound,Medium,Low,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Alcohol+Carboxylic Acid+Thiol,Unknown,Medium,High,Medium,0.57,Novel,Predicted theoretical compound,No
Nitrile+Sulfonamide,Unknown,Medium,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Alcohol+Nitro+Phenol,Unknown,High,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Low,Medium,0.46,Novel,Predicted theoretical compound,No
Acid Chloride+Nitro,Unknown,High,Low,Low,0.68,Novel,Predicted theoretical compound,No
Ester+Nitro+Phenol,Unknown,High,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Low,Medium,Medium,0.58,Novel,Predicted theoretical compound,No
Amide,Unknown,Low,High,High,0.62,Novel,Predicted theoretical compound,No
Thiol,Thiol Compound,Medium,Medium,Medium,0.89,Seen,Rule-consistent known chemical class,Yes
Amine,Unknown,Low,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Alcohol+Carboxylic Acid+Thiol,Unknown,Medium,High,Medium,0.57,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Ester,Unknown,Low,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.58,Novel,Predicted theoretical compound,No
Ketone,Unknown,Low,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Alkene+Sulfide+Sulfonamide,Unknown,Medium,Medium,Medium,0.4,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Aldehyde+Heterocycle+Nitro,Unknown,High,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Aldehyde+Phenol,Unknown,Medium,Medium,Medium,0.45,Novel,Predicted theoretical compound,No
Heterocycle+Sulfonamide,Unknown,Medium,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Amine+Ether,Unknown,Medium,Medium,Medium,0.45,Novel,Predicted theoretical compound,No
Aldehyde+Heterocycle+Ketone,Unknown,Medium,Low,Medium,0.48,Novel,Predicted theoretical compound,No
Acid Chloride+Nitro,Unknown,High,Low,Low,0.61,Novel,Predicted theoretical compound,No
Alkene+Thiol,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Amide+Carboxylic Acid+Nitrile,Unknown,Medium,High,High,0.56,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Low,Medium,0.75,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Halide,Unknown,High,Medium,Low,0.66,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.81,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Nitro,Unknown,High,Low,Low,0.44,Novel,Predicted theoretical compound,No
Ketone,Unknown,Medium,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Medium,Medium,Medium,0.41,Novel,Predicted theoretical compound,No
Aldehyde+Amide,Unknown,Medium,High,High,0.41,Novel,Predicted theoretical compound,No
Ester,Unknown,Low,Medium,Medium,0.5,Novel,Predicted theoretical compound,No
Acid Chloride+Aromatic Ring+Thiol,Unknown,Medium,Low,High,0.57,Novel,Predicted theoretical compound,No
Ether+Ketone,Unknown,Low,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Heterocycle+Phenol+Thiol,Unknown,Medium,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Ether+Ketone,Unknown,Low,Low,Medium,0.66,Novel,Predicted theoretical compound,No
Amide+Amine,Unknown,Low,High,High,0.41,Novel,Predicted theoretical compound,No
Alcohol+Carboxylic Acid,Ester,Low,High,Medium,0.95,Seen,Rule-consistent known chemical class,Yes
Alcohol+Aldehyde+Ketone,Unknown,Medium,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Alcohol+Amide+Ether,Unknown,Low,High,High,0.61,Novel,Predicted theoretical compound,No
Amide+Phenol+Thiol,Unknown,Medium,High,High,0.66,Novel,Predicted theoretical compound,No
Ester+Heterocycle+Ketone,Unknown,Low,Medium,Medium,0.63,Novel,Predicted theoretical compound,No
Amide,Unknown,Low,High,High,0.67,Novel,Predicted theoretical compound,No
Alcohol,Ether,Low,Medium,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
Phenol,Phenol,Medium,Low,Medium,0.94,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Aromatic Ring+Nitro,Unknown,High,Low,High,0.6,Novel,Predicted theoretical compound,No
Phenol,Phenol,Medium,Low,Medium,0.9,Seen,Rule-consistent known chemical class,Yes
Halide+Sulfide,Unknown,Medium,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Low,Medium,Medium,0.51,Novel,Predicted theoretical compound,No
Ketone,Unknown,Low,Medium,Medium,0.56,Novel,Predicted theoretical compound,No
Thiol,Thiol Compound,Medium,Low,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid,Unknown,Medium,High,Medium,0.42,Novel,Predicted theoretical compound,No
Aromatic Ring+Nitro,Nitro Aromatic Compound,High,Low,High,0.93,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Nitrile,Unknown,Medium,Low,Medium,0.49,Novel,Predicted theoretical compound,No
Heterocycle,Heterocyclic Compound,Low,Low,Medium,0.84,Seen,Rule-consistent known chemical class,Yes
Ketone,Unknown,Medium,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Alcohol+Amide+Thiol,Unknown,Medium,High,High,0.63,Novel,Predicted theoretical compound,No
Amide+Ether,Unknown,Medium,High,High,0.56,Novel,Predicted theoretical compound,No
Alkyne+Nitrile+Sulfide,Unknown,Medium,Medium,Medium,0.65,Novel,Predicted theoretical compound,No
Alkyne+Amide+Heterocycle,Unknown,Low,High,High,0.66,Novel,Predicted theoretical compound,No
Ether+Nitrile+Sulfonamide,Unknown,Medium,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Medium,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Heterocycle,Heterocyclic Compound,Low,Low,Medium,0.89,Seen,Rule-consistent known chemical class,Yes
Sulfonamide,Unknown,Low,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Alkene,Alkene,Low,Low,Medium,0.87,Seen,Rule-consistent known chemical class,Yes
Ester+Ketone+Nitro,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
